normalized_name,metabolite_name,hmdb_id,smiles,average_molecular_weight,monoisotopic_molecular_weight,srm1950_instrument_type,srm1950_classification,srm1950_reference,source_srm1950_db,nist_srm1950,serum_evidence,hmdb_biofluid,endogenous_hint
pi(38:4),PI(38:4),HMDB0009816,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,887.1279,886.557129300,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(38:5),PI(38:5),HMDB0009854,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,885.1120,884.541479200,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(38:6),PI(38:6),HMDB0009883,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC,885.1120,884.541479200,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(40:3),PI(40:3),HMDB0009868,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,915.1810,914.588429400,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(40:4),PI(40:4),HMDB0009817,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,915.1810,914.588429400,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(40:5),PI(40:5),HMDB0009819,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC,913.1652,912.572779300,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(40:6),PI(40:6),HMDB0009891,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,911.1493,910.557129300,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pgd1,PGD1,HMDB0005102,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(O)=O)[C@@H](O)CC1=O,354.4810,354.240624200,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15-keto-pgf1a,15-keto-PGF1a,HMDB0060045,CCCCCC(=O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(O)=O,354.4810,354.240624200,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pgd2,PGD2,HMDB0001403,[H][C@](O)(CCCCC)\C=C\[C@@]1([H])C(=O)C[C@]([H])(O)[C@]1([H])C\C=C/CCCC(O)=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pge2,PGE2,HMDB0001220,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pgf2a,PGF2a,HMDB0001139,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O,354.4810,354.240624200,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pgj2,PGJ2,HMDB0002710,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)C=CC1=O,334.4498,334.214409400,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
txb2,TXB2,HMDB0003252,CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,370.4804,370.235538800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15-keto-pgf2a,15-keto-PGF2a,HMDB0004240,CCCCCC(=O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"13,14-dihydro-15-keto-pgd2","13,14-dihydro-15-keto-PGD2",HMDB0060042,CCCCCC(=O)CC[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"13,14-dihydro-15-keto-pge2","13,14-dihydro-15-keto-PGE2",HMDB0002776,CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"13,14-dihydro-15-keto-pgf2a","13,14-dihydro-15-keto-PGF2a",HMDB0004685,CCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,354.4810,354.240624200,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"2,3-dinor-11ß-pgf2a","2,3-dinor-11ß-PGF2a",HMDB0002277,CCCCC[C@H](O)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1CC(=O)CCC(O)=O,342.4272,342.204238700,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15d pgd2,15d PGD2,HMDB0062298,[H]\C(CCCC(O)=O)=C(/[H])C[C@]1([H])\C(=C(\[H])/C(/[H])=C(\[H])CCCCC)C(=O)C[C@]1([H])O,334.4560,334.214409400,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15d pgj2,15d PGJ2,HMDB0005079,CCCCC\C=C\C=C1/[C@@H](C\C=C/CCCC(O)=O)C=CC1=O,316.4345,316.203844800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
11b-pge2,11b-PGE2,HMDB0060041,CCCCC[C@H](O)\C=C\[C@H]1[C@@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
11b-pgf2a,11b-PGF2a,HMDB0010199,CCCCC[C@H](O)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,354.4810,354.240624200,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
bicyclo-pge2,bicyclo-PGE2,HMDB0060054,CCCCC1[C@H]2CC(=O)[C@H](C\C=C/CCCC(O)=O)[C@H]2CCC1=O,334.4498,334.214409400,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
11-hete,11-HETE,HMDB0004682,CCCCC\C=C/C=C\[C@H](O)C\C=C/C\C=C\CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
12-hhtre,12-HHTrE,HMDB0012535,CCCCC[C@H](O)\C=C\C=C\C\C=C/CCCC(O)=O,280.4024,280.203844800,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pgd3,PGD3,HMDB0003034,CC\C=C/C[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,350.4492,350.209324100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
18-hepe,18-HEPE,HMDB0012611,CC[C@H](O)\C=C\C=C/C\C=C\C\C=C/C\C=C/CCCC(O)=O,318.4504,318.219494800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
txb3,TXB3,HMDB0005099,CC\C=C\CC(O)\C=C\C1OC(O)CC(O)C1C\C=C\CCCC(O)=O,368.4645,368.219888800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
9-hode,9-HODE,HMDB0062652,CCCCC\C=C/C=C/[C@@H](O)CCCCCCCC(O)=O,296.4449,296.235144900,LC-MS/MS,Lineolic acids and derivatives,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
13-hode,13-HODE,HMDB0004667,CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O,296.4449,296.235144900,LC-MS/MS,Lineolic acids and derivatives,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
13-oxoode,13-OxoODE,HMDB0004668,CCCCCC(=O)\C=C\C=C/CCCCCCCC(O)=O,294.4290,294.219494800,LC-MS/MS,Lineolic acids and derivatives,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
9-hotre,9-HOTrE,HMDB0247705,CCC=CCC=CC=CC(O)CCCCCCCC(O)=O,294.4350,294.219494800,LC-MS/MS,Lineolic acids and derivatives,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
13-hotre,13-HOTrE,HMDB0010203,CC\C=C/CC(O)\C=C\C=C/CCCCCCCC(O)=O,294.4290,294.219494800,LC-MS/MS,Lineolic acids and derivatives,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
13-hotre(y),13-HOTrE(y),HMDB0341541,NULL,294.4350,294.219494800,LC-MS/MS,0,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
5-hetre,5-HETrE,HMDB0341542,NULL,322.4890,322.250795000,LC-MS/MS,0,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
8-hetre,8-HETrE,HMDB0060052,CCCCC\C=C/C\C=C\C=C/[C@@H](O)CCCCCCC(O)=O,322.4822,322.250795000,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15-hetre,15-HETrE,HMDB0005045,CCCCC[C@H](O)\C=C\C=C/C\C=C/CCCCCCC(O)=O,322.4822,322.250795000,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
5-hete,5-HETE,HMDB0011134,CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
6-trans-ltb4,6-trans-LTB4,HMDB0005087,CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C\[C@@H](O)CCCC(O)=O,336.4657,336.230059500,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
12-epi-ltb4,12-epi-LTB4,HMDB0005089,CCCCC\C=C/C[C@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,336.4657,336.230059500,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
6-trans-12-epi-ltb4,6-trans-12-epi-LTB4,HMDB0005088,CCCCC\C=C/C[C@H](O)\C=C\C=C\C=C\[C@@H](O)CCCC(O)=O,336.4657,336.230059500,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ltb4,LTB4,HMDB0001085,CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,336.4657,336.230059500,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ltc4,LTC4,HMDB0001198,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,625.7740,625.303300800,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
11-trans-ltc4,11-trans-LTC4,HMDB0005095,CCCCC\C=C/C\C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,625.7740,625.303300800,LC-MS/MS,"Amino acids, peptides, and analogues",PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
lte4,LTE4,HMDB0002200,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(O)=O)[C@@H](O)CCCC(O)=O,439.6100,439.239244500,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
8-hete,8-HETE,HMDB0004679,CCCCC\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
12-hete,12-HETE,HMDB0006111,CCCCC\C=C/C[C@H](O)\C=C\C=C/C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
tetranor 12-hete,Tetranor 12-HETE,HMDB0060055,CCCCC\C=C/C[C@H](O)\C=C\C=C/CCC(O)=O,266.3758,266.188194700,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15-hete,15-HETE,HMDB0003876,CCCCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15-oxoete,15-oxoETE,HMDB0010210,CCCCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O,318.4504,318.219494800,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"5,15-dihete","5,15-DiHETE",HMDB0010216,CCCCC[C@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)CCCC(O)=O,336.4657,336.230059500,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"5s,6s-lipoxin a4","5S,6S-Lipoxin A4",HMDB0004385,CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@@H](O)CCCC(O)=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
5-hepe,5-HEPE,HMDB0005081,CC\C=C/C\C=C/C\C=C/C\C=C/C=C/C(O)CCCC(O)=O,318.4504,318.219494800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
12-hepe,12-HEPE,HMDB0010202,CC\C=C/C\C=C/CC(O)\C=C\C=C/C\C=C/CCCC(O)=O,318.4504,318.219494800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
15-hepe,15-HEPE,HMDB0010209,CC\C=C/C(O)C\C=C\C=C/C\C=C/C\C=C/CCCC(O)=O,318.4504,318.219494800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"12,13-dihome","12,13-DiHOME",HMDB0004705,CCCCC[C@H](O)[C@@H](O)C\C=C/CCCCCCCC(O)=O,314.4660,314.245709600,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"5,6-epetre","5,6-EpETrE",HMDB0002190,CCCCC\C=C/C\C=C/C\C=C/CC1OC1CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"14,15-epetre","14,15-EpETrE",HMDB0002283,CCCCC[C@@H]1O[C@@H]1C\C=C/C\C=C/C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"5,6-dihetre","5,6-DiHETrE",HMDB0002343,CCCCC\C=C/C\C=C/C\C=C/CC(O)C(O)CCCC(O)=O,338.4816,338.245709600,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"8,9-dihetre","8,9-DiHETrE",HMDB0002311,CCCCC\C=C/C\C=C/CC(O)C(O)C\C=C/CCCC(O)=O,338.4816,338.245709600,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"11,12-dihetre","11,12-DiHETrE",HMDB0002314,CCCCC\C=C/CC(O)C(O)C\C=C/C\C=C/CCCC(O)=O,338.4816,338.245709600,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"14,15-dihetre","14,15-DiHETrE",HMDB0002265,CCCCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCC(O)=O,338.4816,338.245709600,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
16-hete,16-HETE,HMDB0004680,CCCC[C@@H](O)\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
17-hete,17-HETE,HMDB0012598,CCCC(O)C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
18-hete,18-HETE,HMDB0006245,CC[C@@H](O)CC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
20-hete,20-HETE,HMDB0005998,OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
16(17)-epdpe,16(17)-EpDPE,HMDB0013621,CC\C=C/CC1OC1C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
"19,20-dihdpa","19,20-DiHDPA",HMDB0010214,CCC(O)C(O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,362.5030,362.245709600,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
5-ipf2a-vi,5-iPF2a-VI,HMDB0341543,NULL,354.4870,354.240624200,LC-MS/MS,0,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
8-iso-pgf2a,8-iso-PGF2a,HMDB0005077,CCCCCC(=O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@H]1C\C=C/CCCC(O)=O,352.4651,352.224974100,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
9-hete,9-HETE,HMDB0010222,CCCCC\C=C/C\C=C/CC(O)\C=C/C=C/CCCC(O)=O,320.4663,320.235144900,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
9-hepe,9-HEPE,HMDB0060053,CC\C=C\C\C=C\C\C=C\CC(O)\C=C\C=C\CCCC(O)=O,318.4504,318.219494800,LC-MS/MS,Eicosanoids,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
4-hdohe,4-HDoHE,HMDB0060049,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C=C\C(O)CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
7-hdohe,7-HDoHE,HMDB0060050,CC\C=C/C\C=C/C\C=C/C\C=C/C=C\C(O)C\C=C/CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
8-hdohe,8-HDoHE,HMDB0060051,CC\C=C/C\C=C/C\C=C/C\C=C/CC(O)\C=C\C=C\CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
10-hdohe,10-HDoHE,HMDB0060037,CC\C=C/C\C=C/C\C=C/C=C\C(O)C\C=C/C\C=C/CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
11-hdohe,11-HDoHE,HMDB0060040,CC\C=C/C\C=C/C\C=C/CC(O)\C=C\C=C\C\C=C/CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
13-hdohe,13-HDoHE,HMDB0060043,CCC\C=C/C\C=C/C\C=C/CC(O)\C=C\C=C\C\C=C/CC,314.5048,314.260965700,LC-MS/MS,Fatty alcohols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
14-hdohe,14-HDoHE,HMDB0060044,CCC1C=C1C\C=C/CC(O)\C=C\C=C\C\C=C/C\C=C/CCC(O)=O,356.4984,356.235144900,LC-MS/MS,Lineolic acids and derivatives,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
16-hdohe,16-HDoHE,HMDB0060047,CC\C=C/C=C\C(O)C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
17-hdohe,17-HDoHE,HMDB0010213,CC\C=C/CC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
20-hdohe,20-HDoHE,HMDB0060048,CCC(O)\C=C\C=C\C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,344.4877,344.235144900,LC-MS/MS,Fatty acids and conjugates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
laccer(d18:1/14:0),LacCer(d18:1/14:0),,NULL,0.0000,0.000000000,DI-MS/MS,0,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
laccer(d18:1/16:0),LacCer(d18:1/16:0),HMDB0006750,[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,862.1819,861.617741900,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
laccer(d18:1/18:0),LacCer(d18:1/18:0),HMDB0011591,[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,890.2350,889.649042000,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
laccer(d18:1/20:0),LacCer(d18:1/20:0),HMDB0011593,[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,918.2882,917.680342100,DI-MS/MS,Purines and purine derivatives,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
laccer(d18:1/22:0),LacCer(d18:1/22:0),HMDB0011594,[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,946.3414,945.711642300,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
laccer(d18:1/24:0),LacCer(d18:1/24:0),HMDB0011595,[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,974.3945,973.742942400,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
laccer(d18:1/24:1),LacCer(d18:1/24:1),HMDB0004872,[H][C@@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)(NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,972.3960,971.727292300,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
trihexosylceramide(d18:1/16:0),Trihexosylceramide(d18:1/16:0),HMDB0004879,CCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCC,1024.3225,1023.670565000,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
trihexosylceramide(d18:1/18:0),Trihexosylceramide(d18:1/18:0),HMDB0004880,CCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCC,1052.3756,1051.701865000,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
trihexosylceramide(d18:1/24:1),Trihexosylceramide(d18:1/24:1),HMDB0004883,CCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCC\C=C\CCCCCCCC,1134.5192,1133.780116000,DI-MS/MS,Glycosphingolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
