normalized_name,ghosh_chemical_name,ghosh_chem_id,ghosh_super_pathway,ghosh_sub_pathway,ghosh_nr_cohorts_present,ghosh_max_missingness,ghosh_percent_missing_MDCS,ghosh_percent_missing_PIVUS,ghosh_percent_missing_POEM,ghosh_percent_missing_SCAPIS_M,ghosh_percent_missing_SCAPIS_U,ghosh_all5_cohorts,ghosh_core_50pct,source_ghosh_2024
glycerol,glycerol,1254,Lipid,Glycerolipid Metabolism,5,0.0923,0.0923,,,,,TRUE,TRUE,TRUE
choline,choline,1256,Lipid,Phospholipid Metabolism,5,0.0,,,,,,TRUE,TRUE,TRUE
anthranilate,anthranilate,1258,Amino Acid,Tryptophan Metabolism,4,46.12916165,NA,,,26.4698766,46.12916165,FALSE,FALSE,TRUE
gamma-glutamylleucine,gamma-glutamylleucine,1268,Peptide,Gamma-glutamyl Amino Acid,5,4.893702367,,,,,4.893702367,TRUE,TRUE,TRUE
3-methoxytyrosine,3-methoxytyrosine,1342,Amino Acid,Tyrosine Metabolism,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
fluoxetine,fluoxetine,1382,Xenobiotics,Drug - Psychoactive,3,99.9076639,99.9076639,NA,NA,99.39511251,98.81668672,FALSE,FALSE,TRUE
4-acetamidophenol,4-acetamidophenol,1383,Xenobiotics,Drug - Analgesics	 Anesthetics,5,87.4251497,79.96306556,71.973466,87.4251497,81.00653278,82.5511432,TRUE,FALSE,TRUE
naproxen,naproxen,1384,Xenobiotics,Drug - Analgesics	 Anesthetics,5,99.20159681,97.87626962,97.51243781,99.20159681,98.16114203,97.35258724,TRUE,FALSE,TRUE
topiramate,topiramate,1388,Xenobiotics,Drug - Neurological,2,99.97994384,NA,NA,NA,99.9274135,99.97994384,FALSE,FALSE,TRUE
beta-hydroxyisovalerate,beta-hydroxyisovalerate,1442,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,6.371191136,6.371191136,,,,0.340954673,TRUE,TRUE,TRUE
ibuprofen,ibuprofen,1487,Xenobiotics,Drug - Analgesics	 Anesthetics,5,98.60279441,97.87626962,97.84411277,98.60279441,96.99975805,92.49899719,TRUE,FALSE,TRUE
n-palmitoyl-sphingosine (d18:1/16:0),N-palmitoyl-sphingosine (d18:1/16:0),1518,Lipid,Ceramides,5,0.0923,0.0923,,,,0.040112314,TRUE,TRUE,TRUE
1-palmitoyl-2-oleoyl-gpe (16:0/18:1),1-palmitoyl-2-oleoyl-GPE (16:0/18:1),1526,Lipid,Phosphatidylethanolamine (PE),5,0.481347774,,,,,0.481347774,TRUE,TRUE,TRUE
1-palmitoyl-2-linoleoyl-gpi (16:0/18:2),1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),1528,Lipid,Phosphatidylinositol (PI),5,1.662049861,1.662049861,0.165837479,,0.411323494,0.902527076,TRUE,TRUE,TRUE
1-palmitoyl-2-linoleoyl-gpc (16:0/18:2),1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1537,Lipid,Phosphatidylcholine (PC),5,0.0,,,,,,TRUE,TRUE,TRUE
stearoyl sphingomyelin (d18:1/18:0),stearoyl sphingomyelin (d18:1/18:0),1538,Lipid,Sphingomyelins,5,0.0,,,,,,TRUE,TRUE,TRUE
1-palmitoyl-2-oleoyl-gpc (16:0/18:1),1-palmitoyl-2-oleoyl-GPC (16:0/18:1),1539,Lipid,Phosphatidylcholine (PC),5,0.0,,,,,,TRUE,TRUE,TRUE
n-stearoyl-sphingosine (d18:1/18:0),N-stearoyl-sphingosine (d18:1/18:0)*,1547,Lipid,Ceramides,5,0.080224629,,,,0.072586499,0.080224629,TRUE,TRUE,TRUE
glycochenodeoxycholate,glycochenodeoxycholate,1628,Lipid,Primary Bile Acid Metabolism,5,21.15768463,2.123730379,9.452736318,21.15768463,6.436002903,0.040112314,TRUE,TRUE,TRUE
taurochenodeoxycholate,taurochenodeoxycholate,1629,Lipid,Primary Bile Acid Metabolism,5,6.463527239,6.463527239,1.326699834,5.189620758,1.596902976,1.022864019,TRUE,TRUE,TRUE
taurocholate,taurocholate,1648,Lipid,Primary Bile Acid Metabolism,5,32.53493014,24.65373961,19.56882255,32.53493014,11.68642632,10.75010028,TRUE,TRUE,TRUE
taurodeoxycholate,taurodeoxycholate,1668,Lipid,Secondary Bile Acid Metabolism,5,25.94810379,24.3767313,24.04643449,25.94810379,18.72731672,15.70397112,TRUE,TRUE,TRUE
2-hydroxyhippurate (salicylurate),2-hydroxyhippurate (salicylurate),1869,Xenobiotics,Benzoate Metabolism,5,4.171680706,1.754385965,2.653399668,3.592814371,2.830873458,4.171680706,TRUE,TRUE,TRUE
metoprolol,metoprolol,2028,Xenobiotics,Drug - Cardiovascular,5,98.40319361,98.15327793,79.10447761,98.40319361,96.44326155,98.13477738,TRUE,FALSE,TRUE
azelate (c9-dc),azelate (C9-DC),2029,Lipid,Fatty Acid	 Dicarboxylate,5,35.48922056,1.477377655,35.48922056,32.93413174,16.59811275,16.90734055,TRUE,TRUE,TRUE
3-(n-acetyl-l-cystein-s-yl) acetaminophen,3-(N-acetyl-L-cystein-S-yl) acetaminophen,2048,Xenobiotics,Drug - Analgesics	 Anesthetics,5,90.61876248,82.45614035,72.30514096,90.61876248,82.07113477,82.43080626,TRUE,FALSE,TRUE
4-acetaminophen sulfate,4-acetaminophen sulfate,2049,Xenobiotics,Drug - Analgesics	 Anesthetics,5,76.24750499,57.52539243,59.86733002,76.24750499,69.17493346,54.79342158,TRUE,FALSE,TRUE
eicosapentaenoate (epa 20:5n3),eicosapentaenoate (EPA 20:5n3),2050,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,0.0,,,,,,TRUE,TRUE,TRUE
methylsuccinate,methylsuccinate,2051,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,4.355189935,1.292705448,3.482587065,,4.355189935,1.042920176,TRUE,TRUE,TRUE
ethylmalonate,ethylmalonate,2054,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.338736995,0.184672207,,,0.338736995,0.120336943,TRUE,TRUE,TRUE
carnitine,carnitine,100000007,Lipid,Carnitine Metabolism,5,0.0923,0.0923,,,,0.020056157,TRUE,TRUE,TRUE
benzoate,benzoate,100000008,Xenobiotics,Benzoate Metabolism,5,34.07202216,34.07202216,,,,18.79261933,TRUE,TRUE,TRUE
3-phenylpropionate (hydrocinnamate),3-phenylpropionate (hydrocinnamate),100000010,Xenobiotics,Benzoate Metabolism,5,5.909510619,5.909510619,1.326699834,1.397205589,1.209774982,1.303650221,TRUE,TRUE,TRUE
phenylacetate,phenylacetate,100000011,Amino Acid,Phenylalanine Metabolism,5,24.93074792,24.93074792,0.663349917,3.79241517,2.467940963,12.29442439,TRUE,TRUE,TRUE
hippurate,hippurate,100000014,Xenobiotics,Benzoate Metabolism,5,0.060168472,,,,,0.060168472,TRUE,TRUE,TRUE
xanthurenate,xanthurenate,100000015,Amino Acid,Tryptophan Metabolism,5,6.278855032,6.278855032,1.492537313,0.199600798,0.508105492,2.9081428,TRUE,TRUE,TRUE
suberate (c8-dc),suberate (C8-DC),100000016,Lipid,Fatty Acid	 Dicarboxylate,5,100.0,11.91135734,9.12106136,37.1257485,50.20566175,100,TRUE,FALSE,TRUE
3-methyl-2-oxovalerate,3-methyl-2-oxovalerate,100000036,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
methionine sulfoxide,methionine sulfoxide,100000039,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,0.0,,,,,,TRUE,TRUE,TRUE
3-methylhistidine,3-methylhistidine,100000042,Amino Acid,Histidine Metabolism,5,0.27700831,0.27700831,,,,0.020056157,TRUE,TRUE,TRUE
4-acetamidophenylglucuronide,4-acetamidophenylglucuronide,100000043,Xenobiotics,Drug - Analgesics	 Anesthetics,5,80.03992016,76.17728532,63.1840796,80.03992016,72.68328091,72.46289611,TRUE,FALSE,TRUE
5-hydroxylysine,5-hydroxylysine,100000054,Amino Acid,Lysine Metabolism,5,0.27700831,0.27700831,,,0.0241955,0.020056157,TRUE,TRUE,TRUE
4-guanidinobutanoate,4-guanidinobutanoate,100000096,Amino Acid,Guanidino and Acetamido Metabolism,5,7.940904894,7.940904894,,0.199600798,0.241954996,4.913758524,TRUE,TRUE,TRUE
glucuronate,glucuronate,100000257,Carbohydrate,Aminosugar Metabolism,5,1.939058172,1.939058172,0.331674959,,0.701669489,0.040112314,TRUE,TRUE,TRUE
glycerol 3-phosphate,glycerol 3-phosphate,100000258,Lipid,Glycerolipid Metabolism,5,51.15420129,51.15420129,,,2.346963465,0.842358604,TRUE,FALSE,TRUE
imidazole lactate,imidazole lactate,100000263,Amino Acid,Histidine Metabolism,5,0.072586499,,,,0.072586499,0.060168472,TRUE,TRUE,TRUE
kynurenine,kynurenine,100000265,Amino Acid,Tryptophan Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
glycerophosphorylcholine (gpc),glycerophosphorylcholine (GPC),100000269,Lipid,Phospholipid Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
allo-threonine,allo-threonine,100000272,Amino Acid,"Glycine, Serine and Threonine Metabolism",2,100.0,NA,NA,NA,51.36704573,100,FALSE,FALSE,TRUE
n-acetylglutamate,N-acetylglutamate,100000282,Amino Acid,Glutamate Metabolism,5,6.740535549,6.740535549,,,0.145172998,0.340954673,TRUE,TRUE,TRUE
n-alpha-acetylornithine,N-alpha-acetylornithine,100000285,Amino Acid,Urea cycle Arginine and Proline Metabolism,3,15.2426795,1.385041551,NA,NA,4.379385434,15.2426795,FALSE,FALSE,TRUE
tartarate,tartarate,100000295,Xenobiotics,Food Component/Plant,3,44.03580934,4.524469067,NA,NA,44.03580934,41.77697553,FALSE,FALSE,TRUE
xanthosine,xanthosine,100000299,Nucleotide,Purine Metabolism	 (Hypo)Xanthine/Inosine containing,5,65.37396122,65.37396122,7.131011609,27.34530938,52.77038471,20.7781789,TRUE,FALSE,TRUE
ribitol,ribitol,100000406,Carbohydrate,Pentose Metabolism,5,12.83471837,12.83471837,,0.399201597,1.040406484,1.243481749,TRUE,TRUE,TRUE
glycodeoxycholate,glycodeoxycholate,100000436,Lipid,Secondary Bile Acid Metabolism,5,67.06586826,30.84025854,47.92703151,67.06586826,30.99443504,20.09626955,TRUE,FALSE,TRUE
theophylline,theophylline,100000437,Xenobiotics,Xanthine Metabolism,5,1.939058172,1.939058172,0.331674959,0.798403194,0.532300992,0.461291617,TRUE,TRUE,TRUE
quinate,quinate,100000442,Xenobiotics,Food Component/Plant,5,1.19760479,0.369344414,0.165837479,1.19760479,0.919428986,0.521460088,TRUE,TRUE,TRUE
theobromine,theobromine,100000445,Xenobiotics,Xanthine Metabolism,5,0.381066988,0.0923,,,0.241954996,0.381066988,TRUE,TRUE,TRUE
gentisate,gentisate,100000447,Amino Acid,Tyrosine Metabolism,3,39.65642391,2.400738689,NA,NA,39.65642391,5.475330927,FALSE,FALSE,TRUE
paraxanthine,paraxanthine,100000453,Xenobiotics,Xanthine Metabolism,5,3.416435826,3.416435826,1.990049751,1.796407186,1.814662473,1.083032491,TRUE,TRUE,TRUE
indolelactate,indolelactate,100000463,Amino Acid,Tryptophan Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
3-indoxyl sulfate,3-indoxyl sulfate,100000467,Amino Acid,Tryptophan Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
gamma-glutamylphenylalanine,gamma-glutamylphenylalanine,100000491,Peptide,Gamma-glutamyl Amino Acid,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
4-methyl-2-oxopentanoate,4-methyl-2-oxopentanoate,100000551,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
ritalinic acid,ritalinic acid,100000579,Xenobiotics,Drug - Neurological,3,99.81949458,NA,NA,99.4011976,99.7338495,99.81949458,FALSE,FALSE,TRUE
1 5-anhydroglucitol (1 5-ag),1 5-anhydroglucitol (1 5-AG),100000580,Carbohydrate,Glycolysis	 Gluconeogenesis	 and Pyruvate Metabolism,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-stearoyl-2-arachidonoyl-gpi (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),100000616,Lipid,Phosphatidylinositol (PI),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
sphingosine 1-phosphate,sphingosine 1-phosphate,100000626,Lipid,Sphingosines,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-stearoyl-2-oleoyl-gps (18:0/18:1),1-stearoyl-2-oleoyl-GPS (18:0/18:1),100000639,Lipid,Phosphatidylserine (PS),5,6.633499171,1.385041551,6.633499171,0.199600798,5.395596419,1.423987164,TRUE,TRUE,TRUE
1-stearoyl-gpi (18:0),1-stearoyl-GPI (18:0),100000656,Lipid,Lysophospholipid,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1 2-dipalmitoyl-gpc (16:0/16:0),1 2-dipalmitoyl-GPC (16:0/16:0),100000657,Lipid,Phosphatidylcholine (PC),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
docosahexaenoate (dha 22:6n3),docosahexaenoate (DHA 22:6n3),100000665,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,0.0,,,,,,TRUE,TRUE,TRUE
1-myristoyl-2-palmitoyl-gpc (14:0/16:0),1-myristoyl-2-palmitoyl-GPC (14:0/16:0),100000672,Lipid,Phosphatidylcholine (PC),5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
ciprofloxacin,ciprofloxacin,100000687,Xenobiotics,Drug - Antibiotic,2,100.0,NA,NA,NA,99.9274135,100,FALSE,FALSE,TRUE
alpha-hydroxyisocaproate,alpha-hydroxyisocaproate,100000706,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,1.846722068,1.846722068,,,0.120977498,0.060168472,TRUE,TRUE,TRUE
maleate,maleate,100000707,Lipid,Fatty Acid	 Dicarboxylate,5,6.823130898,0.0923,,1.996007984,6.823130898,2.988367429,TRUE,TRUE,TRUE
isovalerate (i5:0),isovalerate (i5:0),100000708,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",4,3.249097473,NA,,,,3.249097473,FALSE,FALSE,TRUE
alprazolam,alprazolam,100000724,Xenobiotics,Drug - Psychoactive,3,100.0,NA,99.66832504,NA,99.7338495,100,FALSE,FALSE,TRUE
2-hydroxyoctanoate,2-hydroxyoctanoate,100000743,Lipid,Fatty Acid	 Monohydroxy,5,0.369344414,0.369344414,,,,0.020056157,TRUE,TRUE,TRUE
levulinate (4-oxovalerate),levulinate (4-oxovalerate),100000765,Xenobiotics,Food Component/Plant,4,100.0,NA,19.73466003,21.35728543,8.831357368,100,FALSE,FALSE,TRUE
3-hydroxyoctanoate,3-hydroxyoctanoate,100000773,Lipid,Fatty Acid	 Monohydroxy,5,0.0923,0.0923,,,,0.020056157,TRUE,TRUE,TRUE
phenyllactate (pla),phenyllactate (PLA),100000774,Amino Acid,Phenylalanine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
palmitoylcarnitine (c16),palmitoylcarnitine (C16),100000776,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Long Chain Saturated),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
valproate,valproate,100000779,Xenobiotics,Drug - Neurological,2,99.89971921,NA,NA,NA,99.758045,99.89971921,FALSE,FALSE,TRUE
hexanoylcarnitine (c6),hexanoylcarnitine (C6),100000781,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Medium Chain),5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
theanine,theanine,100000784,Xenobiotics,Food Component/Plant,3,77.51704773,65.55863343,NA,NA,67.33607549,77.51704773,FALSE,FALSE,TRUE
n-acetylaspartate (naa),N-acetylaspartate (NAA),100000787,Amino Acid,Alanine and Aspartate Metabolism,5,4.801477378,4.801477378,,,1.30655698,0.280786201,TRUE,TRUE,TRUE
dehydroepiandrosterone sulfate (dhea-s),dehydroepiandrosterone sulfate (DHEA-S),100000792,Lipid,Androgenic Steroids,5,0.184672207,0.184672207,0.165837479,,,0.020056157,TRUE,TRUE,TRUE
acetylcarnitine (c2),acetylcarnitine (C2),100000802,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Short Chain),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
cysteine s-sulfate,cysteine s-sulfate,100000808,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
1-palmitoylglycerol (16:0),1-palmitoylglycerol (16:0),100000827,Lipid,Monoacylglycerol,3,2.903459956,2.585410896,NA,NA,2.903459956,1.624548736,FALSE,FALSE,TRUE
tartronate (hydroxymalonate),tartronate (hydroxymalonate),100000840,Xenobiotics,Food Component/Plant,5,3.592814371,0.184672207,1.160862355,3.592814371,0.483909993,0.742077818,TRUE,TRUE,TRUE
oxalate (ethanedioate),oxalate (ethanedioate),100000841,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,5,0.048390999,,,,0.048390999,0.020056157,TRUE,TRUE,TRUE
erythritol,erythritol,100000846,Xenobiotics,Food Component/Plant,5,2.031394275,2.031394275,0.165837479,,0.072586499,0.421179302,TRUE,TRUE,TRUE
glucoheptose,glucoheptose,100000852,Xenobiotics,Food Component/Plant,4,100.0,NA,90.21558872,94.41117764,92.11226712,100,FALSE,FALSE,TRUE
trizma acetate,trizma acetate,100000856,Xenobiotics,Chemical,2,72.15097992,NA,NA,NA,72.15097992,56.0970718,FALSE,FALSE,TRUE
6-aminocaproate,6-aminocaproate,100000860,Lipid,"Fatty Acid, Amino",2,100.0,NA,NA,NA,95.74159206,100,FALSE,FALSE,TRUE
2 3-dihydroxypyridine,2 3-dihydroxypyridine,100000861,Xenobiotics,Food Component/Plant,3,26.63457682,18.28254848,NA,NA,18.07403823,26.63457682,FALSE,FALSE,TRUE
saccharin,saccharin,100000870,Xenobiotics,Food Component/Plant,5,44.87534626,44.87534626,36.48424544,24.35129741,20.2516332,24.08744485,TRUE,TRUE,TRUE
3-hydroxymyristate,3-hydroxymyristate,100000882,Lipid,Fatty Acid	 Monohydroxy,3,0.923361034,0.923361034,NA,NA,,,FALSE,FALSE,TRUE
iminodiacetate (ida),iminodiacetate (IDA),100000900,Xenobiotics,Chemical,5,0.0923,0.0923,,,,0.020056157,TRUE,TRUE,TRUE
1-oleoylglycerol (18:1),1-oleoylglycerol (18:1),100000924,Lipid,Monoacylglycerol,5,0.399201597,0.369344414,0.165837479,0.399201597,0.048390999,0.180505415,TRUE,TRUE,TRUE
3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate,100000936,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),100000943,Lipid,Monoacylglycerol,5,34.49419569,22.34533703,34.49419569,34.33133733,19.50157271,21.88126755,TRUE,TRUE,TRUE
homoarginine,homoarginine,100000961,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
homocitrulline,homocitrulline,100000963,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,11.72668513,11.72668513,0.331674959,0.798403194,1.088797484,1.504211793,TRUE,TRUE,TRUE
clonazepam,clonazepam,100000982,Xenobiotics,Drug - Psychoactive,2,100.0,NA,NA,NA,99.903218,100,FALSE,FALSE,TRUE
3-hydroxykynurenine,3-hydroxykynurenine,100000986,Amino Acid,Tryptophan Metabolism,2,100.0,NA,NA,NA,51.99612872,100,FALSE,FALSE,TRUE
2-linoleoylglycerol (18:2),2-linoleoylglycerol (18:2),100000987,Lipid,Monoacylglycerol,5,52.09580838,13.85041551,41.29353234,52.09580838,46.6489233,17.4488568,TRUE,FALSE,TRUE
oxazepam,oxazepam,100000990,Xenobiotics,Drug - Psychoactive,3,99.81949458,95.10618652,NA,NA,98.98378902,99.81949458,FALSE,FALSE,TRUE
3-hydroxydecanoate,3-hydroxydecanoate,100000997,Lipid,Fatty Acid	 Monohydroxy,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
citramalate,citramalate,100000998,Amino Acid,Glutamate Metabolism,5,26.14770459,0.55401662,,26.14770459,1.669489475,1.363818692,TRUE,TRUE,TRUE
edta,EDTA,100001002,Xenobiotics,Chemical,5,0.0923,0.0923,,,0.048390999,0.080224629,TRUE,TRUE,TRUE
n-acetylglycine,N-acetylglycine,100001006,Amino Acid,Glycine	 Serine and Threonine Metabolism,5,0.169368497,,,,0.169368497,0.020056157,TRUE,TRUE,TRUE
ribonate,ribonate,100001007,Carbohydrate,Pentose Metabolism,5,1.524316477,0.0923,,0.598802395,1.524316477,0.200561572,TRUE,TRUE,TRUE
threonate,threonate,100001022,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,5,2.594810379,,,2.594810379,0.290345996,,TRUE,TRUE,TRUE
galactonate,galactonate,100001026,Carbohydrate,Fructose	 Mannose and Galactose Metabolism,5,21.34043068,19.94459834,5.970149254,10.97804391,21.34043068,18.21099077,TRUE,TRUE,TRUE
beta-sitosterol,beta-sitosterol,100001033,Lipid,Sterol,4,80.26533997,NA,80.26533997,54.49101796,62.76312606,49.23786602,FALSE,FALSE,TRUE
indoleacetate,indoleacetate,100001034,Amino Acid,Tryptophan Metabolism,5,0.0241955,,,,0.0241955,0.020056157,TRUE,TRUE,TRUE
1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),100001040,Lipid,Monoacylglycerol,5,0.0923,0.0923,,,,0.040112314,TRUE,TRUE,TRUE
1-methylhistidine,1-methylhistidine,100001051,Amino Acid,Histidine Metabolism,5,1.160862355,0.27700831,1.160862355,0.598802395,,0.120336943,TRUE,TRUE,TRUE
butyrylcarnitine (c4),butyrylcarnitine (C4),100001054,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),5,2.177594967,2.123730379,,,2.177594967,1.002807862,TRUE,TRUE,TRUE
isobutyrylcarnitine (c4),isobutyrylcarnitine (C4),100001055,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.846842487,0.27700831,0.165837479,,0.846842487,0.080224629,TRUE,TRUE,TRUE
glycolithocholate,glycolithocholate,100001064,Lipid,Secondary Bile Acid Metabolism,5,41.71656687,32.5023084,26.86567164,41.71656687,33.3897895,20.47733654,TRUE,TRUE,TRUE
androsterone sulfate,androsterone sulfate,100001073,Lipid,Androgenic Steroids,5,0.331674959,0.27700831,0.331674959,,,0.060168472,TRUE,TRUE,TRUE
indolepropionate,indolepropionate,100001083,Amino Acid,Tryptophan Metabolism,5,0.923361034,0.923361034,0.331674959,0.798403194,0.483909993,0.340954673,TRUE,TRUE,TRUE
n-(2-furoyl)glycine,N-(2-furoyl)glycine,100001086,Xenobiotics,Food Component/Plant,5,17.36863217,4.616805171,4.311774461,2.195608782,8.63779337,17.36863217,TRUE,TRUE,TRUE
trigonelline (n'-methylnicotinate),trigonelline (N'-methylnicotinate),100001092,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
dodecanedioate (c12-dc),dodecanedioate (C12-DC),100001102,Lipid,Fatty Acid	 Dicarboxylate,5,0.314541495,0.184672207,,,0.314541495,,TRUE,TRUE,TRUE
n-acetyltyrosine,N-acetyltyrosine,100001104,Amino Acid,Tyrosine Metabolism,5,2.994011976,1.569713758,0.829187396,2.994011976,1.548511977,0.742077818,TRUE,TRUE,TRUE
1 3-dimethylurate,1 3-dimethylurate,100001106,Xenobiotics,Xanthine Metabolism,5,3.482587065,2.770083102,3.482587065,3.393213573,3.000241955,3.309265945,TRUE,TRUE,TRUE
3-methylxanthine,3-methylxanthine,100001108,Xenobiotics,Xanthine Metabolism,5,1.662049861,1.662049861,0.663349917,0.798403194,1.040406484,0.481347774,TRUE,TRUE,TRUE
3-hydroxylaurate,3-hydroxylaurate,100001112,Lipid,Fatty Acid	 Monohydroxy,5,0.27700831,0.27700831,,,,0.040112314,TRUE,TRUE,TRUE
pyridoxate,pyridoxate,100001121,Cofactors and Vitamins,Vitamin B6 Metabolism,5,0.165837479,,0.165837479,,,0.020056157,TRUE,TRUE,TRUE
gamma-glutamylvaline,gamma-glutamylvaline,100001126,Peptide,Gamma-glutamyl Amino Acid,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
3-hydroxysebacate,3-hydroxysebacate,100001145,Lipid,Fatty Acid	 Monohydroxy,5,70.05988024,20.31394275,51.74129353,70.05988024,26.7602226,17.54913759,TRUE,FALSE,TRUE
5-hydroxyhexanoate,5-hydroxyhexanoate,100001148,Lipid,Fatty Acid	 Monohydroxy,5,33.88734995,33.88734995,21.89054726,32.93413174,7.500604887,20.89851584,TRUE,TRUE,TRUE
3-methylcrotonylglycine,3-methylcrotonylglycine,100001149,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,100.0,22.80701754,23.05140962,11.37724551,18.48536172,100,TRUE,FALSE,TRUE
propionylglycine,propionylglycine,100001150,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),5,46.93200663,6.278855032,46.93200663,21.55688623,6.169852407,3.128760529,TRUE,TRUE,TRUE
butyrylglycine,butyrylglycine,100001151,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),5,57.52105897,31.11726685,25.04145937,19.36127745,24.24389064,57.52105897,TRUE,FALSE,TRUE
propionylcarnitine (c3),propionylcarnitine (C3),100001162,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
pro-hydroxy-pro,pro-hydroxy-pro,100001167,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.798403194,0.27700831,0.663349917,0.798403194,0.072586499,0.100280786,TRUE,TRUE,TRUE
3-hydroxy-2-ethylpropionate,3-hydroxy-2-ethylpropionate,100001170,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.184672207,0.184672207,,,,0.080224629,TRUE,TRUE,TRUE
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf),3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),100001178,Lipid,Fatty Acid	 Dicarboxylate,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
docosapentaenoate (n3 dpa 22:5n3),docosapentaenoate (n3 DPA 22:5n3),100001181,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
docosadienoate (22:2n6),docosadienoate (22:2n6),100001182,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,1.754385965,1.754385965,,,,0.060168472,TRUE,TRUE,TRUE
adrenate (22:4n6),adrenate (22:4n6),100001193,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,0.369344414,0.369344414,,,,0.040112314,TRUE,TRUE,TRUE
